Timestamp,Anomaly_ID,Anomaly_Type,Severity,Status,Source,Alert_Method,Response_Time_ms,Resolution_Time_min,Affected_Services,User_Role,Host_IP,Process_ID,Error_Code,CPU_Usage_Percent,Memory_Usage_MB,Disk_Usage_Percent,Network_In_KB,Network_Out_KB,Login_Attempts,Failed_Transactions,Anomaly_Duration_sec,TimeZone,User_ID,Location,Patch_Level,Service_Type,Transaction_ID,Alert_Count,Retry_Count,Escalation_Level
2025-01-04 12:21:00,5062,System,High,In Progress,Endpoint,SMS,6749,3412,16,Service Account,236.102.155.136,58473,7612,6.2,7360,91.31,551867,753366,2,12,2312,UTC,2250,EU,13,Web,307923,9,0,4
2025-01-04 12:22:00,5063,Storage,High,Open,Endpoint,Dashboard,6540,3110,8,User,103.239.255.103,12790,6500,99.21,55015,69.72,773157,793825,26,13,4691,IST,17752,LATAM,16,API,683673,1,5,4
2025-01-04 12:23:00,5064,System,Critical,In Progress,Router,Webhook,2900,3998,17,Service Account,218.121.216.26,71008,1685,19.06,34700,6.06,966346,393016,26,12,3803,UTC,21654,APAC,8,Cache,674924,24,6,1
2025-01-04 12:24:00,5065,Network,Low,Open,Router,Email,9459,1055,16,Operator,60.125.136.90,53523,9192,57.35,51444,62.63,138934,68644,46,3,830,PST,14004,EU,3,Storage,414408,21,0,3
2025-01-04 12:25:00,5066,Security,Medium,Closed,Server,Webhook,4716,1604,16,Operator,143.170.8.218,51697,9278,9.11,23765,52.18,46382,566140,9,0,1735,CET,23377,EU,10,Cache,473352,11,2,2
2025-01-04 12:26:00,5067,System,Medium,In Progress,Database,Dashboard,7259,3962,15,Service Account,225.115.160.168,81008,3970,45.52,54046,57.81,186504,362675,1,5,4590,PST,49462,LATAM,11,DB,867382,22,4,0
2025-01-04 12:27:00,5068,Security,Low,In Progress,Cloud,Webhook,4108,3396,12,Admin,3.192.188.171,93857,559,98.34,45074,8.39,328673,149215,15,18,1388,EST,38011,APAC,18,Storage,691412,25,6,3
2025-01-04 12:28:00,5069,Application,Medium,Open,Cloud,SMS,4067,1586,17,Admin,237.193.38.170,73494,8448,75.9,36614,68.09,30262,233076,43,0,2734,IST,39329,EU,19,API,872943,18,7,4
2025-01-04 12:29:00,5070,Storage,Low,In Progress,Database,Webhook,5201,3566,4,User,1.36.133.60,36862,8130,68.42,2171,52.29,66128,111343,38,0,5433,PST,20775,LATAM,5,DB,147328,4,8,0
2025-01-04 12:30:00,5071,Application,High,In Progress,Cloud,Email,8803,3982,16,User,79.199.115.226,95260,6617,76.18,33823,57.28,391228,291961,27,0,5374,UTC,5135,LATAM,4,Web,582632,19,5,4
2025-01-04 12:31:00,5072,Security,Low,In Progress,Cloud,SMS,2908,4077,7,Operator,249.61.142.26,81558,9023,99.92,4499,1.37,71938,868679,27,4,4171,UTC,6849,EU,5,Storage,194438,28,7,1
2025-01-04 12:32:00,5073,Network,Critical,In Progress,Firewall,Dashboard,5537,4087,9,Service Account,121.131.246.140,99044,7318,85.69,31136,15.66,721166,426598,43,3,5881,PST,36879,LATAM,12,Storage,652950,32,8,3
2025-01-04 12:33:00,5074,Network,Low,Open,Cloud,Webhook,854,1427,12,Operator,123.203.251.175,61243,7681,26.94,14003,34.19,824638,351544,41,6,4040,IST,40187,APAC,10,Storage,339487,38,5,2
2025-01-04 12:34:00,5075,Application,High,Open,Firewall,Webhook,4639,2411,3,Service Account,132.145.107.98,92435,8636,40.55,2563,76.39,898315,796198,36,10,770,UTC,4094,US,19,Cache,573660,12,2,3
2025-01-04 12:35:00,5076,System,Low,Acknowledged,Router,Email,8678,4570,5,User,221.161.251.2,20957,1680,48.85,50158,98.85,92737,103748,16,19,1384,CET,20657,APAC,12,Web,866108,27,2,3
2025-01-04 12:36:00,5077,Storage,Low,In Progress,Endpoint,SMS,7668,2783,15,Operator,177.138.19.88,56761,2521,92.9,2321,41.3,443474,395814,16,1,6506,IST,14572,APAC,17,DB,844294,14,0,3
2025-01-04 12:37:00,5078,Storage,High,Open,Firewall,SMS,5276,4916,14,Service Account,176.87.21.179,74323,830,74.11,9253,43.04,158345,839481,15,3,6791,CET,23323,APAC,4,Web,526507,16,1,2
2025-01-04 12:38:00,5079,System,High,In Progress,Cloud,Email,1593,4179,1,Operator,147.165.149.192,40577,2869,36.28,50515,75.44,561768,647768,16,14,3755,CET,40343,APAC,7,Web,574755,28,4,3
2025-01-04 12:39:00,5080,System,High,Open,Database,Webhook,3155,3222,17,Admin,147.101.146.225,42784,9649,46.63,56209,86.0,875748,423588,6,19,6875,UTC,10407,EU,12,Web,583032,39,8,4
2025-01-04 12:40:00,5081,Storage,Critical,Open,Cloud,Webhook,610,4744,5,Admin,18.58.91.87,30755,3099,34.67,5849,29.54,458073,911798,34,0,6972,PST,31499,EU,13,API,111664,9,3,3
2025-01-04 12:41:00,5082,System,Critical,Closed,Server,Dashboard,224,3160,10,Operator,186.116.248.204,56901,8883,4.75,29791,32.58,32451,458327,10,18,1670,PST,33269,US,2,API,700175,25,6,1
2025-01-04 12:42:00,5083,Storage,Critical,Acknowledged,Firewall,SMS,1833,4020,11,Admin,99.69.160.76,74410,8668,83.15,43216,60.14,237977,629188,27,11,5371,CET,15829,APAC,3,Storage,176653,42,5,4
2025-01-04 12:43:00,5084,Storage,High,Open,Cloud,Dashboard,2144,169,1,User,72.239.64.2,39566,4901,29.51,37983,81.75,265242,546875,22,2,3285,CET,32924,EU,2,Cache,133561,39,1,0
2025-01-04 12:44:00,5085,Network,High,Open,Database,Webhook,9467,2600,11,User,136.138.251.188,28554,7612,81.47,24302,68.63,998948,233357,43,19,3292,EST,11376,EU,12,API,731189,5,5,0
2025-01-04 12:45:00,5086,Network,Critical,In Progress,Cloud,SMS,7154,4733,11,Admin,32.82.232.141,25973,8542,50.25,54672,16.5,75915,691503,36,3,3792,PST,41533,LATAM,19,API,326723,35,8,3
2025-01-04 12:46:00,5087,Network,Critical,Closed,Firewall,SMS,5404,528,1,Admin,244.113.183.11,14618,3808,10.26,50933,57.72,459259,426550,34,6,4066,PST,44500,APAC,17,Storage,580067,25,6,1
2025-01-04 12:47:00,5088,Application,Critical,Acknowledged,Router,Dashboard,242,3349,6,Operator,119.178.5.190,96039,1247,59.9,38521,36.36,586872,270226,29,19,2276,UTC,41587,LATAM,17,DB,232540,7,6,0
2025-01-04 12:48:00,5089,Application,Critical,In Progress,Cloud,SMS,9600,2358,8,User,95.147.226.129,33475,9495,54.84,33087,81.7,687442,27189,26,15,4993,CET,22456,APAC,3,Storage,957680,24,2,1
2025-01-04 12:49:00,5090,Security,Medium,In Progress,Database,SMS,16,2796,19,Service Account,3.228.38.50,96855,1064,73.03,33849,2.53,902276,561121,15,2,2243,PST,44273,US,12,Cache,865024,9,5,4
2025-01-04 12:50:00,5091,Network,Low,Closed,Firewall,Email,1757,4200,19,User,149.189.227.233,17653,183,84.68,61006,76.31,940240,175028,4,4,476,UTC,23269,LATAM,16,API,822537,38,6,2
2025-01-04 12:51:00,5092,Network,Medium,Acknowledged,Router,Email,1227,2367,2,Operator,222.229.177.23,8001,3860,74.83,2460,79.17,355931,61319,10,7,3633,EST,10743,APAC,6,DB,189125,13,7,2
2025-01-04 12:52:00,5093,Storage,Critical,Closed,Endpoint,Dashboard,4934,2806,1,Operator,180.101.202.115,51052,3018,7.62,45430,67.95,12540,843805,18,4,5216,CET,44531,EU,7,DB,471470,30,6,0
2025-01-04 12:53:00,5094,Network,Medium,Acknowledged,Router,Dashboard,6072,4990,15,Admin,216.147.41.214,13929,9947,78.91,11577,18.11,284111,695284,12,11,6359,UTC,7022,APAC,10,Storage,117406,48,4,3
2025-01-04 12:54:00,5095,Storage,High,Acknowledged,Router,Email,3238,1143,5,Admin,132.254.180.49,50375,403,97.02,787,72.72,575813,493664,29,4,4971,IST,10043,EU,16,Cache,807783,17,4,1
2025-01-04 12:55:00,5096,System,High,Open,Cloud,Dashboard,7083,4273,19,Service Account,132.226.93.221,44042,9150,79.78,24015,4.05,766858,664545,44,13,198,UTC,18342,APAC,5,Storage,710229,29,9,1
2025-01-04 12:56:00,5097,Network,Critical,In Progress,Database,SMS,776,4838,17,Admin,113.129.6.95,91320,2127,14.03,49497,68.67,169228,835890,9,11,114,UTC,29441,LATAM,6,API,350908,11,8,1
2025-01-04 12:57:00,5098,Storage,Critical,In Progress,Server,SMS,1684,782,11,Operator,159.55.58.142,46684,1661,96.46,12117,72.93,613831,895488,34,17,5611,CET,28599,APAC,12,Storage,461949,5,2,1
2025-01-04 12:58:00,5099,Storage,Critical,Acknowledged,Router,Dashboard,3893,652,18,Service Account,32.11.62.165,37464,1916,43.06,46525,1.43,826238,671677,9,16,4941,IST,5611,LATAM,11,Cache,833622,35,3,4
2025-01-04 12:59:00,5100,Security,Low,Closed,Firewall,Email,4706,4420,8,Operator,82.110.96.7,79333,6485,50.15,40339,30.61,716819,119268,19,15,5064,UTC,48361,APAC,6,Cache,562036,15,1,3
2025-01-04 13:00:00,5101,Security,Low,Acknowledged,Database,Dashboard,1391,4118,5,Admin,45.59.89.18,70080,7749,63.35,40837,9.53,553791,725073,13,0,1371,CET,9600,US,2,API,998068,26,8,0
2025-01-04 13:01:00,5102,Network,High,In Progress,Database,Email,7864,4089,16,Operator,206.116.201.135,12720,5974,68.19,18092,37.52,189420,628126,7,19,422,PST,12194,EU,0,API,876114,3,0,1
2025-01-04 13:02:00,5103,Network,Medium,Acknowledged,Cloud,Email,8357,4146,10,Admin,125.31.143.95,47641,5677,15.79,46788,82.44,894883,99976,44,14,5731,IST,17733,APAC,0,Storage,991704,6,3,1
2025-01-04 13:03:00,5104,Database,Low,In Progress,Server,SMS,3619,4429,12,Admin,240.253.164.0,85278,2259,78.28,29755,37.03,43968,972296,15,14,3311,UTC,41133,US,16,API,155051,34,4,4
2025-01-04 13:04:00,5105,Storage,High,Acknowledged,Firewall,SMS,7366,414,17,Service Account,70.197.73.116,15480,2623,54.47,28672,47.87,301150,427461,47,11,1822,CET,11255,EU,14,Storage,301718,7,9,4
2025-01-04 13:05:00,5106,Storage,High,Closed,Database,Webhook,3719,1165,18,Service Account,18.251.90.15,36640,9942,16.45,59100,99.11,950898,889777,6,17,891,EST,36490,US,2,API,101329,18,7,3
2025-01-04 13:06:00,5107,Security,Medium,In Progress,Endpoint,Webhook,4911,2564,10,Operator,254.172.154.110,57508,9959,18.4,3545,35.6,595943,274925,29,10,1450,UTC,10493,APAC,5,API,512624,18,3,1
2025-01-04 13:07:00,5108,Network,Low,In Progress,Database,Email,83,2086,19,Service Account,23.80.177.158,22236,8212,3.36,4921,24.41,991306,713998,33,10,7197,UTC,8309,EU,19,Web,586809,16,1,2
2025-01-04 13:08:00,5109,Security,Critical,Closed,Endpoint,Email,1823,865,15,Admin,39.142.137.229,5878,8134,99.17,2936,90.35,229649,118358,3,1,5,UTC,28554,LATAM,14,DB,603995,20,2,4
2025-01-04 13:09:00,5110,Application,Medium,In Progress,Endpoint,Webhook,1849,1391,16,Service Account,119.125.160.2,61262,7829,56.97,31456,53.8,369727,609190,33,8,947,CET,23898,LATAM,10,Storage,352815,49,8,4
2025-01-04 13:10:00,5111,Network,Low,In Progress,Database,Webhook,9185,3067,14,Service Account,139.0.226.199,28860,1285,3.75,17816,88.59,486767,459142,22,11,285,EST,14183,EU,0,Storage,720859,24,8,2
2025-01-04 13:11:00,5112,Security,Medium,Closed,Cloud,Dashboard,9026,1072,2,Service Account,116.189.56.59,28253,4570,12.33,44139,53.4,837866,740005,47,3,5583,UTC,21022,US,16,DB,794690,43,1,4
2025-01-04 13:12:00,5113,Application,Low,In Progress,Cloud,Email,7720,4132,4,Operator,185.231.126.136,44714,9477,41.22,42447,0.31,764977,958361,19,11,5769,PST,29898,APAC,19,API,372206,43,7,3
2025-01-04 13:13:00,5114,Security,High,Closed,Server,Dashboard,4703,2503,7,Operator,227.144.36.63,70864,5687,25.29,55980,21.21,709646,486922,33,14,4265,UTC,37032,APAC,16,Storage,699617,17,4,2
2025-01-04 13:14:00,5115,Application,Medium,Open,Firewall,SMS,61,1756,3,User,43.146.144.55,88944,5236,62.25,55374,15.2,496690,103723,38,9,2944,IST,29119,EU,19,Web,684618,24,7,2
2025-01-04 13:15:00,5116,Storage,Medium,Open,Cloud,Webhook,3004,3697,4,User,196.171.255.147,72492,3572,88.33,28902,29.36,965325,946519,35,19,1975,EST,21251,LATAM,7,Cache,372800,24,0,0
2025-01-04 13:16:00,5117,System,Medium,Open,Firewall,Email,1786,1186,8,Operator,98.204.202.171,2284,8364,92.21,7616,58.8,520343,453375,3,0,1071,UTC,21910,LATAM,5,API,109751,2,0,4
2025-01-04 13:17:00,5118,Network,Critical,In Progress,Server,SMS,3702,949,8,Operator,121.184.218.173,83569,1247,2.58,11272,69.39,821539,383355,6,7,1535,UTC,38443,EU,19,DB,187175,21,2,3
2025-01-04 13:18:00,5119,Storage,Low,Open,Cloud,Dashboard,7637,3222,7,Operator,77.58.217.99,63070,310,94.5,12313,9.98,138248,459541,2,9,7004,UTC,37856,EU,14,Storage,443965,44,2,2
2025-01-04 13:19:00,5120,System,Critical,In Progress,Server,Webhook,4497,4974,8,Admin,114.33.175.213,43874,8840,47.01,20737,96.73,629373,164963,44,17,6006,CET,49801,US,9,DB,976141,12,0,0
2025-01-04 13:20:00,5121,Application,Low,Closed,Cloud,Dashboard,6056,3087,5,Admin,192.30.43.34,8746,8380,57.22,12101,97.13,39654,521239,46,9,5498,EST,21982,US,0,API,884344,42,3,0
2025-01-04 13:21:00,5122,Security,High,Open,Cloud,SMS,7659,2952,5,Service Account,124.169.176.78,95578,9277,64.89,9450,14.82,517546,108314,11,7,6361,IST,4455,EU,9,DB,903344,42,7,2
2025-01-04 13:22:00,5123,Application,High,In Progress,Server,Webhook,3134,3070,14,Service Account,107.129.241.74,56550,2987,88.56,40918,71.96,256815,371525,24,16,3622,IST,5037,EU,19,Web,701697,4,4,0
2025-01-04 13:23:00,5124,Storage,High,Open,Cloud,Dashboard,4552,2931,10,Service Account,108.115.117.141,99502,871,83.16,36818,92.25,269484,551436,33,9,3797,UTC,20445,EU,5,Cache,498146,21,9,1
2025-01-04 13:24:00,5125,Network,Medium,Acknowledged,Router,SMS,5226,4810,13,Operator,191.193.17.79,16969,8516,60.57,5252,18.45,165835,45040,32,1,2672,IST,23281,APAC,11,Web,255116,14,0,0
2025-01-04 13:25:00,5126,Network,Medium,Closed,Cloud,Dashboard,9786,4901,16,User,97.176.167.82,83457,6421,80.61,28323,20.88,136150,857180,7,7,1211,CET,47752,EU,17,API,304557,17,6,2
2025-01-04 13:26:00,5127,Database,Low,Open,Cloud,Email,6152,282,11,Service Account,201.136.236.198,41307,1646,54.05,56695,56.29,875088,799637,28,6,2664,UTC,36257,APAC,7,Web,709489,19,0,4
2025-01-04 13:27:00,5128,Security,High,Open,Server,Webhook,7026,2619,9,User,160.128.251.65,26095,7506,47.81,5163,14.19,303714,199990,16,0,2854,EST,19397,EU,4,DB,319646,10,4,2
2025-01-04 13:28:00,5129,System,Critical,Acknowledged,Cloud,SMS,6530,2550,10,Service Account,169.206.225.16,18192,8259,71.5,63469,78.6,449355,319894,11,4,163,EST,48315,US,4,Storage,119410,20,3,1
2025-01-04 13:29:00,5130,Database,Medium,Acknowledged,Database,Webhook,7204,4286,15,Admin,127.75.129.3,49048,7837,31.78,50732,13.42,702025,445849,40,4,4463,IST,16718,APAC,17,Cache,543664,36,0,2
2025-01-04 13:30:00,5131,Storage,High,In Progress,Cloud,Webhook,126,1617,13,User,116.230.93.249,26206,6371,62.35,54639,3.85,513846,901294,38,3,5653,UTC,38703,US,18,DB,480595,39,0,0
2025-01-04 13:31:00,5132,Database,High,Open,Router,Webhook,9214,2810,7,Operator,158.98.140.169,93265,832,50.39,28821,23.07,356705,606374,23,11,5483,IST,15353,EU,3,Web,315545,11,4,1
2025-01-04 13:32:00,5133,Security,Critical,In Progress,Database,SMS,7589,647,9,Admin,225.201.173.30,43856,2811,80.51,63737,27.0,672483,561036,45,4,4089,PST,33101,US,18,Storage,522448,7,7,1
2025-01-04 13:33:00,5134,Network,Medium,Open,Router,SMS,9533,1579,13,User,50.110.193.192,38081,8881,56.42,9597,28.71,723937,273511,48,5,582,IST,28630,LATAM,4,Cache,396821,20,0,1
2025-01-04 13:34:00,5135,Security,High,Closed,Endpoint,Webhook,2120,4628,13,Admin,199.18.63.116,51714,3709,0.38,11310,83.18,600534,265005,49,1,4620,IST,34348,US,0,DB,636115,14,0,2
2025-01-04 13:35:00,5136,Application,Critical,Acknowledged,Endpoint,SMS,4651,453,9,User,62.100.254.32,46067,5323,34.04,3202,40.47,25967,860383,30,18,488,PST,28949,LATAM,8,Storage,416003,49,9,3
2025-01-04 13:36:00,5137,Security,Low,Closed,Database,Dashboard,5304,4543,19,Operator,40.211.184.183,88485,4951,85.65,46741,91.56,471180,601502,26,17,2105,UTC,19181,US,19,Web,670282,13,6,0
2025-01-04 13:37:00,5138,Storage,Critical,Closed,Endpoint,Email,7399,217,9,Operator,146.110.100.204,80111,5170,87.12,49126,99.91,163627,381283,9,19,1468,CET,11392,EU,19,Web,696788,26,8,1
2025-01-04 13:38:00,5139,Application,High,Closed,Firewall,Webhook,2069,2674,16,Service Account,207.81.170.194,19091,6918,47.61,36238,67.57,16713,641152,23,14,4296,CET,3982,EU,7,API,576302,43,0,2
2025-01-04 13:39:00,5140,Security,Low,Acknowledged,Firewall,Email,9298,4987,2,Operator,106.89.67.40,48056,4163,68.5,12817,3.69,265826,605825,44,0,4330,CET,30425,US,3,DB,417289,41,1,1
2025-01-04 13:40:00,5141,System,Medium,Open,Firewall,Webhook,9793,3112,9,Admin,167.246.123.0,95713,5587,37.87,36454,63.85,199831,517211,17,13,5631,EST,17077,LATAM,17,Web,842828,41,4,3
2025-01-04 13:41:00,5142,Security,Medium,Open,Endpoint,Webhook,5602,3178,18,Admin,57.30.26.61,26435,1568,16.75,14697,75.85,705823,289420,35,4,5353,UTC,48373,EU,4,API,367081,13,6,3
2025-01-04 13:42:00,5143,Database,Low,Open,Firewall,Dashboard,5895,4433,2,User,31.125.9.110,74451,4428,21.12,34004,0.72,653571,137709,45,11,1755,EST,35017,APAC,11,Storage,751182,32,9,2
2025-01-04 13:43:00,5144,Database,Medium,Closed,Firewall,Dashboard,4097,3846,4,User,44.12.146.219,81413,1403,41.98,7316,20.74,898759,692695,17,10,4447,UTC,42846,APAC,11,API,811534,44,1,3
2025-01-04 13:44:00,5145,Storage,Critical,Open,Router,Webhook,270,4305,7,Operator,149.22.236.129,32904,9000,52.34,50081,13.16,375799,869005,27,10,1935,CET,36294,APAC,7,API,220921,28,5,1
2025-01-04 13:45:00,5146,Storage,Critical,In Progress,Database,Dashboard,3817,2360,11,Admin,104.237.193.196,8313,4615,77.49,62570,83.42,824712,873193,45,4,1228,UTC,37259,APAC,19,DB,960904,1,7,2
2025-01-04 13:46:00,5147,Database,Medium,In Progress,Endpoint,Email,7971,3137,14,Operator,167.66.233.162,3156,4026,86.48,29551,82.38,395338,472707,41,13,216,IST,35880,EU,5,DB,985029,29,2,1
2025-01-04 13:47:00,5148,Application,Low,Acknowledged,Server,SMS,6035,2720,11,User,73.81.252.86,57596,7424,34.72,53834,14.77,132895,522403,27,12,1670,CET,40236,US,10,Cache,972653,21,3,4
2025-01-04 13:48:00,5149,Storage,Medium,Acknowledged,Database,Dashboard,5301,4913,4,Operator,34.6.9.55,85166,9007,82.55,45814,43.1,393635,249694,27,12,5226,PST,9093,EU,0,DB,906381,15,3,3
2025-01-04 13:49:00,5150,System,Low,Acknowledged,Cloud,Webhook,6918,2641,9,User,47.59.29.4,54521,1367,94.16,9529,2.04,353586,411746,46,3,703,PST,7935,APAC,13,API,153944,17,1,1
2025-01-04 13:50:00,5151,Database,Critical,Acknowledged,Database,SMS,7315,4184,19,User,40.72.58.143,49777,907,23.32,41625,74.08,438263,502512,45,5,645,UTC,30783,EU,17,API,195915,3,8,2
2025-01-04 13:51:00,5152,Application,Critical,Open,Cloud,Dashboard,7054,641,1,Operator,61.92.72.209,74171,1401,35.62,43278,73.58,132215,939225,23,7,1165,UTC,25067,EU,13,API,765066,9,1,0
2025-01-04 13:52:00,5153,Database,Critical,Acknowledged,Cloud,Dashboard,1573,1976,2,Service Account,219.204.181.225,42812,6712,49.47,19134,71.07,337107,483736,30,11,6539,CET,28299,US,4,Web,949081,2,4,1
2025-01-04 13:53:00,5154,Network,High,Open,Server,Dashboard,9214,1147,10,User,210.181.107.51,99476,6996,87.36,54215,29.51,787020,525120,8,2,3833,PST,23141,LATAM,1,Web,132840,11,4,4
2025-01-04 13:54:00,5155,Database,Low,In Progress,Firewall,Webhook,1812,2565,3,Service Account,166.32.5.49,63266,9153,99.27,29284,66.04,247351,476993,25,4,4923,PST,29598,EU,12,Web,852492,36,8,4
2025-01-04 13:55:00,5156,Security,Critical,Acknowledged,Database,Email,5697,3078,8,Service Account,199.220.39.5,86007,6940,80.32,54291,86.92,787176,91366,32,9,6037,PST,29003,EU,5,Web,277404,5,9,3
2025-01-04 13:56:00,5157,Application,Critical,Open,Endpoint,Webhook,7591,4437,7,Admin,11.141.48.89,63378,2680,52.41,38198,41.65,812591,32310,4,8,3760,CET,21288,EU,7,Cache,963196,4,1,4
2025-01-04 13:57:00,5158,Storage,Low,Closed,Endpoint,SMS,1690,3253,14,Service Account,91.111.177.55,37477,2211,12.36,48081,75.82,719465,630701,1,8,7159,UTC,25251,APAC,16,API,739182,4,7,4
2025-01-04 13:58:00,5159,System,Medium,In Progress,Router,Webhook,9072,1493,5,Admin,109.71.74.151,22566,3702,61.2,28715,74.52,274829,102812,13,5,3100,UTC,41491,APAC,2,DB,149299,25,0,2
2025-01-04 13:59:00,5160,System,High,Closed,Cloud,Dashboard,4069,3772,10,Admin,103.174.70.240,64946,3997,35.49,30683,30.24,945254,124568,25,5,4875,EST,44533,EU,3,Web,159218,22,8,3
2025-01-04 14:00:00,5161,System,Low,In Progress,Cloud,Email,9283,3495,5,Admin,231.89.4.107,48253,6031,96.24,44177,4.42,177262,326659,48,15,5595,IST,20190,EU,13,API,870569,1,4,0
2025-01-04 14:01:00,5162,Network,Medium,In Progress,Server,Dashboard,9540,3389,11,User,73.214.72.99,20686,7912,74.34,50113,76.22,347480,186949,4,10,481,UTC,10196,APAC,5,DB,963775,45,5,0
2025-01-04 14:02:00,5163,Network,Low,Open,Firewall,Email,583,4673,4,Admin,53.184.109.96,54571,563,2.05,54096,84.6,214049,37399,11,9,6738,EST,28606,APAC,16,API,411514,20,7,2
2025-01-04 14:03:00,5164,Storage,Low,Acknowledged,Endpoint,Webhook,914,805,18,User,57.129.248.118,44741,7989,20.73,25726,99.12,549690,2873,11,10,694,EST,6253,LATAM,12,Storage,123154,31,1,2
2025-01-04 14:04:00,5165,Security,Low,Closed,Server,SMS,1655,1152,4,User,189.44.199.133,29940,2222,64.49,9351,78.19,895044,22769,16,3,1529,IST,39403,US,5,API,574663,4,6,2
2025-01-04 14:05:00,5166,Application,Medium,Closed,Router,Email,9662,1753,4,Operator,203.30.238.102,9750,9646,43.3,34732,37.19,581426,523394,21,17,258,CET,5490,APAC,18,Cache,911967,29,6,2
2025-01-04 14:06:00,5167,Application,Critical,Acknowledged,Endpoint,SMS,2537,2783,14,Service Account,77.187.187.237,24052,5967,94.31,18037,54.79,226746,252658,32,1,3350,PST,20968,LATAM,8,DB,168435,19,1,0
2025-01-04 14:07:00,5168,Application,High,In Progress,Cloud,Email,152,3674,13,Admin,240.84.223.24,59832,4304,3.42,1730,61.54,700991,199906,36,0,4484,PST,23754,LATAM,15,API,809983,9,7,4
2025-01-04 14:08:00,5169,Security,High,Closed,Endpoint,Webhook,8238,4836,9,Admin,212.9.243.184,20873,5561,55.7,16343,12.99,288857,537281,0,11,4555,EST,30659,LATAM,14,Cache,506421,12,1,4
2025-01-04 14:09:00,5170,Security,High,In Progress,Server,Webhook,742,3506,14,Admin,115.164.252.76,37089,812,74.13,22988,1.14,852738,456964,5,2,373,EST,40940,EU,18,Cache,920378,46,4,1
2025-01-04 14:10:00,5171,Storage,Low,In Progress,Endpoint,Email,1803,431,8,User,150.30.150.127,49410,1246,50.75,61089,69.91,987223,833727,11,6,1987,EST,46473,US,2,DB,832837,29,9,4
2025-01-04 14:11:00,5172,System,Low,In Progress,Database,Dashboard,4071,2760,12,Operator,54.170.163.232,14979,7884,86.51,25737,0.86,577431,763204,4,15,1801,CET,43231,APAC,14,Cache,134909,48,8,4
2025-01-04 14:12:00,5173,Security,Critical,In Progress,Server,Webhook,3017,3351,15,Operator,181.242.168.211,45938,7366,95.21,58844,45.36,203586,588648,45,9,1192,CET,39916,LATAM,19,Web,945316,34,3,2
2025-01-04 14:13:00,5174,Application,Low,Open,Endpoint,Email,3811,328,2,Admin,182.175.19.72,43888,1854,65.57,22115,65.77,973077,932458,40,0,4654,CET,49691,EU,13,DB,804675,3,0,0
2025-01-04 14:14:00,5175,Database,Medium,In Progress,Router,Webhook,1762,1596,4,User,125.101.237.144,54181,4111,11.58,43399,46.22,311018,793133,9,17,3934,CET,14287,EU,8,API,101072,47,7,0
2025-01-04 14:15:00,5176,Application,Low,In Progress,Endpoint,SMS,1479,944,14,Service Account,235.171.89.215,50233,7794,97.6,5576,51.39,683358,463718,44,17,1502,CET,31400,LATAM,13,DB,529873,6,7,2
2025-01-04 14:16:00,5177,Security,Critical,Closed,Database,Dashboard,6255,3906,15,Admin,103.94.189.38,52992,1945,11.06,19610,49.26,471816,328005,10,10,1126,UTC,17388,APAC,18,Web,533840,19,2,3
2025-01-04 14:17:00,5178,System,High,In Progress,Firewall,Webhook,1439,4975,3,Admin,152.254.161.167,56751,9130,24.29,7271,60.5,709066,439557,41,16,4800,EST,18103,US,14,Web,274528,14,0,1
2025-01-04 14:18:00,5179,Application,High,Closed,Endpoint,Dashboard,1159,1346,7,User,58.195.124.196,77629,4367,59.29,49107,48.14,201573,519075,15,17,151,UTC,48652,US,2,Web,567268,35,4,4
2025-01-04 14:19:00,5180,Storage,Low,Closed,Database,SMS,8590,4843,5,Operator,18.85.41.60,83812,555,40.35,26332,7.17,413758,466934,0,6,833,IST,23142,US,11,DB,588513,41,7,4
2025-01-04 14:20:00,5181,Security,Critical,Acknowledged,Endpoint,Dashboard,3726,2076,4,Operator,18.223.101.132,21199,5799,56.43,43368,84.06,220056,192660,34,17,2317,UTC,5226,US,11,Cache,403012,32,7,2
2025-01-04 14:21:00,5182,Storage,High,In Progress,Endpoint,Dashboard,5438,171,6,User,167.132.159.66,40222,3149,28.5,18167,35.26,982970,317707,23,15,3332,EST,38460,APAC,7,DB,339117,20,7,3
2025-01-04 14:22:00,5183,Security,High,In Progress,Server,SMS,5337,2048,15,Service Account,221.142.95.216,55085,7473,7.3,32495,8.06,981239,796355,3,3,233,UTC,40471,APAC,11,Cache,435474,13,8,2
2025-01-04 14:23:00,5184,Database,Critical,In Progress,Database,Webhook,7724,221,9,Operator,179.81.96.242,17492,747,72.63,33918,18.04,269054,362350,29,0,5462,CET,34076,US,10,DB,212070,42,5,4
2025-01-04 14:24:00,5185,Security,Critical,Closed,Database,Webhook,8278,1317,1,Admin,159.22.145.196,25949,4669,50.09,37733,77.35,20348,284767,14,2,7060,UTC,15067,LATAM,11,Cache,764347,16,2,2
2025-01-04 14:25:00,5186,Database,Medium,In Progress,Database,Email,8068,3668,9,User,3.26.3.135,72439,877,38.53,12153,45.04,202089,309274,6,7,6490,UTC,24837,APAC,13,Storage,950734,3,8,4
2025-01-04 14:26:00,5187,Security,High,Open,Cloud,Dashboard,725,4735,17,Service Account,41.204.222.181,85039,1970,99.73,37350,94.52,347531,833042,3,16,4443,PST,22651,EU,4,API,245946,29,8,2
